2.00624	35.9279609279609	-4.27960927960928
4.01324	38.974358974359	0.231990231990232
6.02024	36.5750915750916	-2.78998778998779
8.02724	37.2344322344322	-1.28815628815629
10.03424	36.037851037851	-1.65445665445665
12.04124	36.019536019536	-2.36263736263736
14.04824	35.3663003663004	-0.714285714285714
16.05524	35.1343101343101	-2.76556776556777
18.06224	34.4749694749695	-0.427350427350427
20.06924	34.2918192918193	-2.92429792429792
22.07624	33.986568986569	-0.506715506715507
24.08324	33.7362637362637	-2.73504273504274
26.09024	33.4249084249084	-0.421245421245421
28.09724	33.028083028083	-2.66788766788767
30.10424	32.967032967033	-0.518925518925519
32.11124	32.7594627594628	-2.47252747252747
34.11824	32.5457875457875	-1.05616605616606
36.12524	32.039072039072	-1.97802197802198
38.13224	31.971916971917	-1.22100122100122
40.13924	31.8070818070818	-1.44688644688645
42.14624	31.5140415140415	-1.52625152625153
44.15324	31.5995115995116	-1.21489621489622
46.16024	31.4102564102564	-1.45909645909646
48.16724	30.982905982906	-1.33089133089133
50.17424	30.6593406593407	-1.61782661782662
52.18124	30.5921855921856	-1.73382173382173
54.18824	30.7997557997558	-1.1965811965812
56.19524	30.2442002442002	-1.8009768009768
58.20224	30.2075702075702	-1.06837606837607
60.20924	30.0671550671551	-1.94139194139194
62.21624	29.96336996337	-1.12332112332112
64.22324	29.7863247863248	-1.77045177045177
66.23024	29.7863247863248	-0.958485958485959
68.23724	29.5421245421245	-1.4957264957265
70.24424	29.6031746031746	-1.07448107448107
72.25124	29.2002442002442	-1.57509157509158
74.25824	29.3772893772894	-1.37362637362637
76.26524	29.2857142857143	-1.47130647130647
78.27224	29.0720390720391	-1.5018315018315
80.27924	29.2185592185592	-1.10500610500611
82.28624	28.962148962149	-1.64835164835165
84.29324	28.8278388278388	-0.964590964590965
86.30024	28.7057387057387	-1.73382173382173
88.30724	28.6324786324786	-0.879120879120879
90.31424	28.7484737484737	-1.79487179487179
92.32124	28.4249084249084	-1.25763125763126
94.32824	28.3699633699634	-1.54456654456654
